"ranking","Chinese.origin.data","Baidu.translated.data","Baidu.English.sentiment.analysis.postitive.probability.base.on.Baidu.translated.data."
10,"冯小刚的电影总是拍得像连续剧那样的质量，说他的电影好看，其实也只是因为葛大爷在，葛大爷不在的冯小刚电影，例如唐山，1942，集结号，都是垃圾。","Feng Xiaogang's movies are always like the quality of the drama. His movie is pretty good. It's just because Mr. Ge is in Feng Xiaogang's movies, such as Tangshan, 1942.",0.755424
10,"冯小刚的脑子大概被驴给踢了吧。就算你跟你电影那个导儿一样拍得再烂再俗也不会有人买账的。真以为观众跟你电影里那些人一样不明是非不辨俗雅么，我算是看出来了，这是在嘲笑你的衣食父母们啊！哈哈，傻逼，如果有半个星的评价，我一定不给一颗星","Feng Xiaogang's brain is probably kicked by the donkey. Even if you're as bad as your film guide, it won't be bought. I think the audience with your movie which people do not distinguish the common elegant Mody, I swear, this is laughing at you and parents! Haha, idiot, if there is half a star evaluation, I will not give a star",0.725141
10,"冯小刚真心适合导春晚，因为他的电影也做到了所有人都在骂 但是一点都没耽误看 还花钱 还买票。。","Feng Xiaogang is really good for Spring Festival evening, because his film has also done all the people are scolding but not delay to see the money and buy tickets.",0.749172
10,"冯小刚老了，这片子放20多年前应该是部好片，但时代不同了。电影的世界观还停留在冷战时代，非黑即白，非俗即雅，非穷即富，充满了极端主义，而这种思想正是那个信息匮乏的年代才特有的。这片子不受欢迎是正常的。看这片子有点时空错乱。","Feng Xiaogang is old, it should put more than 20 years ago is a good movie, but the time is different. The worldview of movie still stays in the era of cold war. It is black and white. It is not vulgar or elegant. It is full of extremism. It is the age when information is scarce. It is normal for this film to be unpopular. It's a bit of time and space to see the film.",0.884434
10,"冯小刚这个大傻逼大傻逼大傻逼大傻逼大傻逼大傻逼大傻逼大傻逼大傻逼大傻逼大傻逼大傻逼大傻逼大傻逼大傻逼大傻逼大傻逼大傻逼大傻逼大傻逼大傻逼大傻逼大傻逼大傻逼大傻逼大傻逼","Feng Xiaogang the big big big big idiot idiot idiot idiot idiot idiot idiot big big big big big big big idiot idiot idiot idiot idiot idiot idiot big big big big big big big idiot idiot idiot idiot idiot idiot idiot big big big big big big big idiot idiot idiot idiot big idiot",0.793512
10,"冯小刚这是要自毁前程的节奏么，电影也要创新，搞几个生硬的段子就想搞定观众么，炒自己的陈年冷饭也得好好的炒啊。冯小刚有点越来越不接地气了，电影中那个导演很像是在讽刺他自己","Is Feng Xiaogang going to destroy the rhythm of his future? Let's create new films and make some hard decisions to get the audience. Feng Xiaogang is a little more and more ungrounded, and the director in the film is very much like satirize himself",0.72998
10,"冯小刚黔驴技穷","Feng Xiaogang wits",1
10,"冯的心态应该是既然我拍贺岁片那么好赚钱，那就拍吧，不赚白不赚。大家似乎都上当了，看完了拼了命的吐槽，不正中了冯的下怀吗，他没准儿正一边看着评论一边哈哈大笑呢，现实完全就是他电影的翻版，电影里的各种明喻暗喻其实在电影结束以后都真的应验了，和他当初的想法没准不差分毫。","Feng's mentality should be that since I was so good at making new year's movies, I would make it, not make a profit. Everyone seems to be fooled, watching mad Tucao, right Feng wants it, maybe he is watching comments smiling and laughing, he is completely realistic movie version of the movie, a variety of simile metaphor is actually at the end of the movie will really come true, and he had the idea of maybe not bad nothing.",0.791373
10,"冲着冯小刚去的，结果把自己给恶心到了，这电影还能更差吗？竟然没有一处让我觉得是非常好笑的，太假太平淡太不接地气儿了，出了电影院，居然和朋友都无语了，找不到笑点可说的，就是叹气。","For Feng Xiaogang, it turns out to be nauseous, and can the film be worse? No place made me feel very funny. It was too fake, too peaceful and too light to catch up with the earth. It came out of the cinema and even had no words with friends.",0.764361
10,"分给的确实低，但咱是真情实感啊，看之前就听说不太行，怎么也没想到差到这地步，我还没有过看电影看到中途想离开的地步呢，这次差点没忍住走了。之前看的评论说三胖子那段差，完了就觉得那段还能看，剩下两段什么玩意，特别是丹姐，老子花钱不是让你恶心的，跟吴君如的演技差太多了。三亚的景拍的不错","To really low, but we are real feelings ah, see before I heard not too, did not think of how the difference to this point, I also did not want to leave the cinema to see the middle point, this almost did not go back. The comment before said that three fat people were poor. After that, they felt that they could still see the rest of the two things. Especially for Dan Dan, Lao Zi didn't make you feel sick and spending too much time with Sandra Ng. The scenery in Sanya is good",0.808458
10,"刚看电影开头的一分钟，我内心默默的说：完了，难看的片，要坐2个钟。。。果不其然。。。那两个小时太煎熬了，走也不是，睡觉也不是，亲，你可以想象得到，看一部很恶心人的片又不能走呆坐两个小时的场景么","Just one minute of the beginning of the movie, I said silently in my heart: the end, the ugly film, to sit 2 clocks. Indeed。。。 The two hours is a torment, nor go, sleep is not pro, you can imagine, see a very disgusting piece can not go sit two hours of scenes",0.724321
10,"别人能拍这样是不是应该就不错了,但是我不是很理解冯小刚拍这样一部电影想要表达什么. 以他的才华和努力程度,我觉得他就是想恶心一次观众,让人们对他的下一步不要期待?","It can be nice if others can take this picture, but I don't quite understand what Feng Xiaogang wants to express in making such a movie. With his talent and efforts, I think he wants to disgusting the audience so that people can't expect him to do the next step.",0.858493
10,"别人送的电影兑换券快到期了 趁着有空跑到电影院 居然他妈全！都！是！这个鸟片子！ 同档期的电影都被叫去廉政公署喝茶了嘛！","The movie exchange voucher that others send is soon expired and it's full of his mother when he is free to run to the cinema. All! Is! This bird movie! The movie of the same grade is called to go to the ICAC to drink tea.",0.726773
10,"别扭","Awkward",1
10,"刻意做作","Deliberate affectation",1
10,"前两个还有笑点 可到了有钱人开始就走下坡 大导演也侮辱精神残障人士 什么精神病院出来的 看在最后对环境环保略有忧虑的份上 赏一颗星 不用谢了","The first two are available to the bursting point wealthy people began to go downhill in the spirit of what the director also insult the disabled out of the mental hospital in the last have worried about the environment on a continuous ring Bao slightly stars don't mention it",0.714131
10,"前两天宿舍同学说电脑上看了感觉不错。现在我觉得他是个傻逼。","In the first two days, the students in the dormitory said they had a good feeling on the computer. Now I think he is an idiot.",0.753413
