"ranking","Chinese.origin.data","Google.translated.data","Baidu.English.sentiment.analysis.positive.probability.base.on.Google.translated.data."
10,"觉得这片子好的人 一定没看过甲方乙方  我对不起和平女侠 没能把您那段看完我就睡着了 我对不起周围看电影的人 我的呼噜声属实大了点  包袱笑料都是硬抖出来的 不过我是花十块钱看的 对得起这个票价 超过二十我都急","I feel sorry for this film must have not seen a party B I am sorry Peace Woman did not take you that period I fell asleep I am sorry people around the movie I snore sound really big burden Burning jokes are Hard shake out, but I spent 10 dollars to see the worth of this fare more than twenty I am in a hurry",0.717121
10,"话说有个米其林餐厅叫冯小刚，装饰豪华，大众点评全五分，北京台美食地图推荐。点了一桌菜，花费不菲。川鲁粤淮阳分不清，口味怪异的一桌菜上了。没有主次，难辨食材，卖相精致，口感奇葩。最后葛大爷的那个笑话，就是打了之前所有的煽情一个巴掌。所以嘛，所谓的贺岁电影，就是春晚小品~","Saying there is a Michelin restaurant called Feng Xiaogang, luxurious decoration, the public comment full fifth, Beijing food map recommended. Point a table dishes, spend a lot of money. Chuan Lu Yue-Huai Yang indistinguishable taste weird table dishes. No primary or secondary, difficult to distinguish ingredients, sell delicate, wonderful taste. Ge Grandpa finally that joke, that is, hit all the sensational slap in the face. So, the so-called Lunar New Year movie is Spring Festival Evening Pieces ~",0.744727
10,"语无伦次","Incoherent",1
10,"说句实话 不怎么样 笑不出来","To tell the truth not very good laugh",0.723302
10,"说在最前面的：1、中国电影迟早被水军毁了2、水军你们真的不如卖哔的。正文：最少要給一星么。。我不给行么？給一星以上的都是好人，特好特好的人，妹纸遇到看这片还給一星以上评价的就从了吧～别提我，你脱光躺我床上我也不給这片加星，一星，真的不能再多了","Said at the top: 1, Chinese movie sooner or later destroyed by the navy 2, you really are not as good as selling water beeps. Text: at least give a star what. . I do not give it? To more than one star are good people, especially good special people, sister paper to see this piece to return to the evaluation of more than a star from it ~ do not mention me, you take my bed naked and I do not give this piece plus Star, a star, really can not be more",0.867619
10,"说好的贺岁喜剧呢！！看着假脸李小璐和深井冰白百合就没食欲。。= =！。。一定是故意挑了我讨厌的女演员。。一定是一定是。= =！。","Good New Year comedy too! ! Looked at fake face Li Xiaolu and deep white ice lily no appetite. . = =! . . It must have been a deliberate pick of the actress I hate. . Must be yes. = =! .",0.73649
10,"说它是喜剧吧，还不如说它是：所谓喜剧。反正我是生平第一次在电影院看到半场就落跑的，更别提什么值不值票价了。","It is a comedy, not as good as it is: the so-called comedy. Anyway, I was the first time in my life I saw in the cinema to run away, not to mention what the worth of fares.",0.76975
10,"说实话，一星我都嫌高了。冯王打出了成全别人恶心自己的口号，就是为了给华谊捞金。意思是你们爽了就行了，为了取悦你我自己都恶心了。但是我告诉你，这就是通篇垃圾逻辑不通七拼八凑的狗血剧，我看了，我没爽我也恶心了，冯导，您高看您自己了！","To be honest, one star I was too high. King Feng played out into the slogan of others disgusting, is to Huayu fishing gold. It means you're cool, I'm disgusting to please you. But I tell you, this is all through the garbage logic barrier patchwork dog blood drama, I saw, I am not cool I also disgusting, Feng guide, you look high yourself!",0.877278
10,"说教味好重啊，受不鸟。要么就纯粹娱乐下，贺岁档嘛，大家图个轻松~讲那些大道理干嘛，达不到那深度就别夹生饭。不伦不类的。我觉得小时代都比这强，至少人纯粹不是。定位多重要啊！","Say good taste heavy ah, by no-birds. Either purely entertainment, Lunar New Year stall Well, we figure a relaxed ~ about what those big truths, do not reach the depth of the cooked food. Neither fish nor fowl I think the younger generation is stronger than this, at least not purely. Positioning multiple important ah!",0.823938
10,"说是什么喜剧，整部片儿下来竟难笑出一声。王朔写的啥剧本啊，便秘嗑药写出来的？白白糟践了我亲爱的葛大爷。一开始看宣传什么心愿规划师梦境重建师，还以为是像盗梦空间那样的科幻片呢，结果看完也没发现这些title起的啥用。最后整的啥环保心灵鸡汤恶心谁呢！看这片就十足的恶心自己好么！","What is the comedy, the whole film was actually grinning out loud. Wang Shuo wrote the script ah, constipation medicine written out? White ruined my dear Ge uncle. The beginning to see what the wish of propaganda planner Dream Reconstruction Division, thought it was like science-fiction film Pirates of the dream space it, after reading the results did not find these titles played what purposes. What the whole end of environmental protection Chicken soup nausea who! Look at this piece on the full nausea yourself!",0.786225
10,"说点情节以外的。影片的结尾，一行：恭祝全国人民马年大吉。算是告诉我们，春节到了，我们该过年了。总得来说，电影很烂，虽然早有准备，但还是超出的想象。","Say something other than the plot. The end of the film, his party: I wish the people of China the Year of the Rat. Be to tell us that the Spring Festival is coming, we should New Year. In general, the film is very bad, although prepared, but beyond the imagination.",0.858657
10,"负分","minus",1
10,"贺岁档就该好好演你的喜剧片啊，最后怎么扯到环保上了，雾霾吸太多了么","Lunar New Year stalls on your good comedy, ah, what happened in the end on the environmental protection, the smoke haze too much",0.728017
10,"超无聊~越看越困~超级超级烂啊~","Super boring ~ more sleepy ~ super super bad ah ~",0.772956
10,"跟小时代一样好看。","As nice as an early age.",0.809285
10,"达到了冯氏反电影的极致，既无3T与好梦的灵魂，皮相也虚假陈腐不堪，更糟糕的是居然还有一些嘴上的牌坊。一个如此憎恶电影的人手上还有两部合约，只能是既恶心自己也恶心别人。","Reached the extreme of Feng's anti-film, neither the 3T and the dream of a good soul, leather is also a fake balloons, even worse is actually there are some arch on the mouth. There are two more contracts in the hands of a man who hates movies so much that he can only disgust himself and disgust others.",0.763903
10,"还不如一山寨的冯小刚。没用心，不认真了，过于相信王朔，过于放松，一点控制都没有。在这个烂片横行的时期，想闭着眼把钱给挣了，钱是能挣，骂也得挨，份儿也得跌。很失望。","Not as good as a cottage Feng Xiaogang. Inattention, not serious, too much to believe Wang Shuo, too relaxed, no control at all. In the rampant period of this rotten film, want to close your eyes and earn money, money is earned, scolded also suffer, share of children also fell. Very disappointed.",0.714912
10,"还不如就看最后十分钟呢","Not as good as watching the last ten minutes yet",0.710085
10,"还没有甲方乙方好看。唉～","Party B is not good yet. Oh ~",0.71856
10,"这个真心差~~","This is really bad ~ ~",0.730702
10,"这或许是冯小刚拍过的所有电影中最烂的一部，也肯定是我今年看过的最烂电影前5强。且不谈论那些高大上，作为一个普通观众我只想找部电影开心一下，但它连笑点都没几个。冯小刚想通过这部电影补1942票房的坑？别开玩笑了，只怕这部造成的损失比1942更多。","This is perhaps the worst of all the films filmed by Feng Xiaogang and certainly one of the worst film top 5 I've seen this year. And not to mention those tall, as an ordinary audience I just want to find a movie happy, but it is not even a few jokes. Feng Xiaogang want to make up the 1942 box office pit by this movie? Do not be kidding, I'm afraid this caused more than 1942 loss.",0.714199
10,"这果然是一部对得起我那张特价票和5.4评分的电影！完全没有感觉到作品的诚意！王铮亮的歌不错，范伟那段还凑合，最后一段如果你是环保宣传片我也很喜欢，可是这跟影片有半毛钱关系啊！差点我就要骂出来了！","This really is a worthy of my special ticket and 5.4 score movie! Did not feel the sincerity of the work! Wang Zhengliang's song is good, Fan Wei that period is okay, the last paragraph if you are a green promotional film I also like, but this movie has half the money ah! I'll scold almost!",0.828422
10,"这片儿立意或有可取之处，毁就毁在一堆三岁小孩都说腻的大道理捏着你鼻子往下灌，还直白到不给观众留一点点思考空间，生怕观众智商没上75，每个道理的每一个字都要用大写粗体给你标出来在你耳边念出来。至于恨不得塞你眼里的植入式广告，都懒得说了。","The purpose of this piece of conception or merit, destroy destroyed in a pile of three-year-old child are tired of the truth that pinch your nose down irrigation, but also straightforward to not give the audience a little room for fear for the audience did not IQ On the 75th, every word of every reason should be marked in bold uppercase to read out in your ear. As for the impromptu plug in your eyes implanted ads are too lazy to say.",0.744589
10,"这部片子，应该说是冯导拍的最失败的电影了，犹如张艺谋的三枪一样失败，看后极其失望，只能说冯导成全了华谊等生意人，恶心了自己一把。成全了一些演职人员，恶心了观众一把。不接地气的剧情，狗血的演绎。就是三个微电影拼凑的，也可以叫系列微电影。。","This film, it should be said that the most failed movie von Filmed, as Zhang Yimou three shots the same failure, after looking extremely disappointed, can only say that Feng led the entire Huayi and other businessmen, disgusted myself. Complete some of the cast members, disgusting audience. Not touching the plot, the interpretation of dog blood. Is the three micro-film patchwork, you can also call a series of micro-film. .",0.781919
10,"这部电影是谁剪得预告片，我看的预告片信心满满的来，看完我真TM后悔，还不如放放预告片散场得了","This movie is who cut the trailer, I see the trailer full of confidence, I really regret after reading TM, not as good as the release of the trailer got it",0.705042
10,"这部电影确实就是成全别人，恶心自己啊～今年看过最无聊的电影，没有之一～我觉得小时代都比这个强！全场最搞笑的地方就是，散场的时候，一姐姐和一大哥说，哎，醒醒啊，都散场了，别睡了～","This movie really is to fulfill others, nausea themselves ah ~ read the most boring movie this year, not one ~ I think the younger generation than this strong! The most funny place is the audience, when the game, a sister and a big brother, hey, wake up ah, are scattered, and do not sleep ~",0.81753
10,"这颗星送给冯大导演做了婊子还想立牌坊的伟大精神以及一碰就碎的玻璃心 阿门~","This star gave Feng Da director made bitch also want to set up the great spirit of the arch and touch the broken glass heart Amen ~",0.779011
10,"退票","Refund",1
10,"都不好意思说我看过。。。往好了想是贪多嚼不烂，往坏了想是江郎才尽。纳粹镜头太多了这样真的好么。小璐演农妇那段倒是很有意思。","I am sorry to say that I have seen. . . To the good is to eat more than chewing bad, to the worst is to do just to Lang. Nazi lens too much so that's really good. Xiaolu acting peasant girl that period is very interesting.",0.715886
10,"闲，空虚。恐怕就是冯小刚，王朔这以一类人真实写照了。他们玩世不恭，愤世嫉俗，用讽刺的对象衬托自己，拿偶尔的虔诚麻醉自己。对现实愤愤不平，对未来又不抱希望。享受着普通人羡慕的生活，迷失，然后又怪罪于社会。失了平常心。","Free, empty. I am afraid that Feng Xiaogang, Wang Shuo true portrayal of a class of people. They are cynical, cynical, set themselves against satirical objects, and pamper themselves with occasional piety. Indignant at reality and hopeless at the future. Enjoy the envy of ordinary people life, lost, and then blame the community. Lost common sense.",0.712268
10,"除了丹丹姐那一段挺感人，还有主题曲，其他的都不咋地","In addition to Dandan sister that very touching, there are theme song, the other is not good",0.700654
10,"难怪大家都骂，还把冯小刚骂急眼了。这片太恶心观众了，真还不如大家都骂的富春山居图呢。富春山居图是那么的傻逼以至于都还能看出乐来，但这片只能看出恶心。","No wonder everyone scolded, but also Feng Xiaogang scolded anxious eye. This piece is too disgusting audience, really not as good as we all scold the Fuchun mountain map it. Fuchun mountain Habitat map is so sucker that even can see the music, but this piece can only see disgusting.",0.703469
10,"难看","Ugly",1
10,"难看 难受","Ugly uncomfortable",1
10,"难看到可怕  几年没在电影院看过这么难看的电影儿了   第一次觉得在电影院的两个小时如此漫长和无聊   好心疼票钱  真的","Hard to see horrible years did not see such a ugly movie in the cinema for the first time in two hours in the cinema feel so long and boring good ticket money really",0.70858
10,"雅～～～","Ya ~ ~ ~",0.812805
10,"非一般的矫情","Non-ordinary hypocrites",1
10,"预告片看着不错   实际无多少喜感。","Trailer really good looking at how many happy feeling.",0.723334
10,"额，想起去年室友去影院看完回来那一脸灿烂的笑容，我他妈真好奇他们笑点到底有多低。。。想想也是，毕竟他们看个快乐大本营都能从头笑到尾的，觉得这炒冷饭很好笑也不足为奇。烂，难看。","Amount, think of last year's roommate to go back to the theater that look brilliant smile, my mother was curious how much they jokes in the end how low. . . Think about it, after all, they see a Happy Camp laugh from the beginning to the end, I feel it is not surprising that fried fried rice is very funny. Bad, ugly.",0.704736
10,"骂冯小刚的电影是比较俗的事情，我一般不干。但这个片实在没劲，就算和甲方乙方比，也是差距非常大的。四个人都没有什么交流和化学反应，憋啊憋啊，憋一些烂词，和小品一样。这个片就是典型的装傻卖乖的，以为自己挺聪明挺实在，其实真挺傻的。大声喊着我就是俗的，这没错，但是俗烂的。","Scold Feng Xiaogang's movie is a more vulgar thing, I generally quit. However, this film is boring, even if the party B and Party A, is also a big gap. Four people have no exchange and chemical reaction, hold back, hold back some bad words, and sketches the same. This film is a typical fool to sell good, think they are very smart and very real, in fact, very silly. Shouting I am vulgar, this is true, but vulgar.",0.821631
10,"鸡肋","Tasteless",1
10,"麻麻百年一遇的想去电影院看电影。就跟她一起去了  满场讲个浅显易懂还没春节晚会的小品深刻的自以为是的道理  再加上结尾神怪的环保主题  倒像是有钱有名拍了个大学生戏剧     跟麻麻出了电影院走到大街上发现自己的手机神不知鬼不觉的被偷了   还真特么是梦一场","Ma Ma once in a century wants to go to the cinema to watch movies. Just go with her full field to tell a simple Chinese New Year Gala novels deep self-righteous truth plus the end of the theme of the god of the environment, it seems rich and famous, took a college drama with Ma Ma out of the cinema To the street to find their own cell phone unknowingly stolen really what is a dream",0.710077
10,"黑色的幽默却少了诚恳，台词透露着酸溜溜的刺鼻色彩，绵里藏针，这是在感悟人生吗？如果是这样的说教我对你的期待有点过高，真是成全了别人，恶心了自己","Black humor is less sincere, the lines reveal the sour pungent color, Mian Li possession of the needle, which is sentiment in life? If this is the kind of preaching my expectations of you a little too high, really complete others, disgusted myself",0.702392
